0 156.48 171.38 0.00 208.24 0.00 161.44 171.38 0.00 213.80 0.00 156.48 163.93 0.00 220.16 0.00
30 156.48 171.38 0.00 208.24 0.00 161.44 171.38 0.00 213.80 0.00 156.48 163.93 0.00 216.19 0.00
60 156.48 171.38 0.00 205.06 0.00 161.44 171.38 0.00 215.39 0.00 156.48 163.93 0.00 218.57 0.00
90 156.48 171.38 0.00 198.70 0.00 156.48 171.38 0.00 217.78 0.00 156.48 163.93 0.00 209.03 0.00
120 156.48 168.90 0.00 204.26 0.00 156.48 171.38 0.00 212.21 0.00 156.48 163.93 0.00 214.60 0.00
150 156.48 168.90 0.00 205.85 0.00 156.48 171.38 0.00 206.65 0.00 158.96 163.93 0.00 206.65 0.00
180 156.48 168.90 0.00 205.85 0.00 156.48 171.38 0.00 215.39 0.00 158.96 163.93 0.00 213.80 0.00
210 156.48 168.90 0.00 209.03 0.00 156.48 168.90 0.00 205.06 0.00 158.96 163.93 0.00 216.19 0.00
240 156.48 168.90 0.00 209.03 0.00 156.48 168.90 0.00 201.88 0.00 158.96 163.93 0.00 207.44 0.00
270 156.48 168.90 0.00 204.26 0.00 156.48 168.90 0.00 201.09 0.00 158.96 163.93 0.00 207.44 0.00
300 156.48 168.90 0.00 204.26 0.00 156.48 168.90 0.00 200.29 0.00 158.96 163.93 0.00 211.42 0.00
330 156.48 168.90 0.00 212.21 0.00 156.48 168.90 0.00 204.26 0.00 158.96 163.93 0.00 210.62 0.00
360 161.44 168.90 0.00 210.62 0.00 156.48 168.90 0.00 212.21 0.00 158.96 163.93 0.00 215.39 0.00
390 161.44 168.90 0.00 219.37 0.00 156.48 168.90 0.00 211.42 0.00 158.96 163.93 0.00 215.39 0.00
420 161.44 171.38 0.00 219.37 0.00 156.48 168.90 0.00 205.06 0.00 158.96 163.93 0.00 209.83 0.00
450 161.44 171.38 0.00 210.62 0.00 156.48 168.90 0.00 210.62 0.00 158.96 163.93 0.00 204.26 0.00
480 161.44 171.38 0.00 209.03 0.00 156.48 168.90 0.00 210.62 0.00 158.96 163.93 0.00 204.26 0.00
510 161.44 171.38 0.00 214.60 0.00 156.48 163.93 0.00 207.44 0.00 158.96 163.93 0.00 201.88 0.00
