0 1
30 1
60 3
90 2
120 0
150 2
180 2
210 2
240 2
270 0
300 2
330 2
360 2
390 2
420 2
450 0
480 2
510 2
540 0
570 0
600 0
630 2
660 2
690 2
720 2
750 0
780 3
810 4
840 4
870 1
900 1
930 4
960 4
990 0
1020 0
1050 3
1080 3
1110 4
1140 4
1170 3
1200 3
1230 2
1260 2
1290 2
1320 2
1350 2
1380 0
1410 0
1440 0
1470 2
1500 0
1530 2
1560 2
1590 0
1620 0
1650 0
1680 0
1710 2
1740 0
1770 2
1800 2
1830 0
1860 0
1890 0
1920 0
1950 0
1980 0
2010 0
2040 0
2070 2
2100 0
2130 2
2160 0
2190 4
2220 4
2250 2
2280 3
2310 4
2340 1
2370 1
2400 4
2430 4
2460 4
2490 4
2520 0
2550 0
2580 2
2610 2
2640 2
2670 2
2700 2
2730 0
2760 2
2790 0
2820 0
2850 0
2880 0
2910 0
2940 2
2970 0
3000 0
3030 0
3060 0
3090 0
3120 2
3150 0
