0 1
30 1
60 1
90 3
120 1
150 1
180 1
210 3
240 3
270 1
300 8
330 1
360 9
390 9
420 8
450 8
480 9
510 1
540 1
570 1
600 1
630 1
660 3
690 3
720 3
750 3
780 3
810 3
840 3
870 1
900 1
930 1
960 1
990 1
1020 1
1050 3
1080 3
1110 3
1140 1
1170 1
1200 1
1230 1
1260 1
1290 2
1320 3
1350 3
1380 1
1410 1
1440 1
1470 1
1500 3
1530 9
1560 3
1590 3
1620 1
1650 1
1680 3
1710 3
1740 3
1770 3
1800 1
1830 3
1860 3
1890 3
1920 1
1950 1
1980 3
2010 3
2040 8
2070 9
2100 9
2130 3
2160 3
2190 3
2220 3
2250 3
2280 3
2310 1
2340 3
2370 3
2400 3
2430 3
2460 3
2490 3
2520 3
2550 3
2580 3
2610 3
2640 1
2670 1
2700 1
2730 1
2760 3
2790 3
2820 8
2850 8
2880 2
2910 2
2940 9
2970 9
3000 1
3030 1
3060 3
3090 3
3120 8
3150 8
