###############################################################################
## t01KW
###############################################################################
156.48 171.38 208.24 (1,0)
156.48 171.38 208.24 (1,30)
156.48 171.38 205.06 (1,60)
156.48 171.38 198.7 (1,90)
156.48 168.9 204.26 (1,120)
156.48 168.9 205.85 (1,150)
156.48 168.9 205.85 (1,180)
156.48 168.9 209.03 (1,210)
156.48 168.9 209.03 (1,240)
156.48 168.9 204.26 (1,270)
156.48 168.9 204.26 (1,300)
156.48 168.9 212.21 (1,330)
161.44 168.9 210.62 (1,360)
161.44 168.9 219.37 (1,390)
161.44 171.38 219.37 (1,420)
161.44 171.38 210.62 (1,450)
161.44 171.38 209.03 (1,480)
161.44 171.38 214.6 (1,510)
###############################################################################
## t02KW
###############################################################################
161.44 171.38 213.8 (2,0)
161.44 171.38 213.8 (2,30)
161.44 171.38 215.39 (2,60)
156.48 171.38 217.78 (2,90)
156.48 171.38 212.21 (2,120)
156.48 171.38 206.65 (2,150)
156.48 171.38 215.39 (2,180)
156.48 168.9 205.06 (2,210)
156.48 168.9 201.88 (2,240)
156.48 168.9 201.09 (2,270)
156.48 168.9 200.29 (2,300)
156.48 168.9 204.26 (2,330)
156.48 168.9 212.21 (2,360)
156.48 168.9 211.42 (2,390)
156.48 168.9 205.06 (2,420)
156.48 168.9 210.62 (2,450)
156.48 168.9 210.62 (2,480)
156.48 163.93 207.44 (2,510)
###############################################################################
## t03KW
###############################################################################
156.48 163.93 220.16 (3,0)
156.48 163.93 216.19 (3,30)
156.48 163.93 218.57 (3,60)
156.48 163.93 209.03 (3,90)
156.48 163.93 214.6 (3,120)
158.96 163.93 206.65 (3,150)
158.96 163.93 213.8 (3,180)
158.96 163.93 216.19 (3,210)
158.96 163.93 207.44 (3,240)
158.96 163.93 207.44 (3,270)
158.96 163.93 211.42 (3,300)
158.96 163.93 210.62 (3,330)
158.96 163.93 215.39 (3,360)
158.96 163.93 215.39 (3,390)
158.96 163.93 209.83 (3,420)
158.96 163.93 204.26 (3,450)
158.96 163.93 204.26 (3,480)
158.96 163.93 201.88 (3,510)
