0 1
30 1
60 1
90 0
120 0
150 0
180 0
210 2
240 2
270 2
300 0
330 0
360 0
390 0
420 0
450 0
480 2
510 2
540 2
570 2
600 2
630 2
660 2
690 2
720 0
750 0
780 1
810 1
840 1
870 1
900 1
930 1
960 1
990 0
1020 0
1050 1
1080 1
1110 1
1140 1
1170 1
1200 1
1230 0
1260 0
1290 0
1320 0
1350 0
1380 2
1410 2
1440 0
1470 0
1500 0
1530 0
1560 0
1590 0
1620 0
1650 0
1680 0
1710 0
1740 2
1770 0
1800 0
1830 0
1860 0
1890 0
1920 0
1950 0
1980 0
2010 0
2040 0
2070 0
2100 0
2130 0
2160 0
2190 1
2220 1
2250 0
2280 1
2310 1
2340 1
2370 1
2400 1
2430 1
2460 1
2490 1
2520 0
2550 0
2580 2
2610 2
2640 2
2670 2
2700 2
2730 2
2760 0
2790 0
2820 0
2850 0
2880 0
2910 0
2940 0
2970 2
3000 2
3030 0
3060 0
3090 0
3120 0
3150 0
