0 0
30 0
60 1
90 0
120 0
150 0
180 0
210 2
240 2
270 2
300 2
330 0
360 0
390 0
420 0
450 0
480 0
510 0
540 0
570 0
600 0
630 0
660 0
690 0
720 0
750 0
780 1
810 1
840 1
870 1
900 1
930 1
960 1
990 0
1020 0
1050 0
1080 0
1110 0
1140 0
1170 2
1200 2
1230 2
1260 2
1290 2
1320 2
1350 2
1380 0
1410 0
1440 0
1470 0
1500 0
1530 0
1560 1
1590 1
1620 1
1650 1
1680 0
1710 0
1740 1
1770 1
1800 1
1830 1
1860 0
1890 0
1920 0
1950 0
1980 0
2010 0
2040 2
2070 2
2100 2
2130 2
2160 2
2190 0
2220 0
2250 1
2280 1
2310 1
2340 1
2370 1
2400 1
2430 1
2460 1
2490 0
2520 0
2550 0
2580 1
2610 1
2640 1
2670 1
2700 1
2730 1
2760 1
2790 1
2820 0
2850 0
2880 0
2910 0
2940 0
2970 2
3000 2
3030 2
3060 2
3090 2
3120 1
3150 1
