0 0
30 0
60 0
90 0
120 0
150 0
180 0
210 1
240 1
270 0
300 0
330 2
360 0
390 0
420 2
450 2
480 0
510 0
540 0
570 0
600 0
630 0
660 0
690 0
720 0
750 0
780 0
810 0
840 0
870 0
900 0
930 0
960 1
990 0
1020 0
1050 0
1080 0
1110 0
1140 0
1170 0
1200 0
1230 0
1260 0
1290 0
1320 0
1350 0
1380 0
1410 0
1440 1
1470 1
1500 1
1530 0
1560 0
1590 0
1620 0
1650 0
1680 0
1710 0
1740 0
1770 0
1800 0
1830 0
1860 0
1890 0
1920 0
1950 0
1980 0
2010 0
2040 0
2070 0
2100 0
2130 0
2160 0
2190 0
2220 0
2250 0
2280 1
2310 1
2340 0
2370 0
2400 0
2430 0
2460 0
2490 0
2520 0
2550 0
2580 0
2610 0
2640 0
2670 0
2700 0
2730 0
2760 0
2790 0
2820 0
2850 0
2880 0
2910 0
2940 0
2970 0
3000 0
3030 0
3060 0
3090 0
3120 0
3150 0
