0 6
30 6
60 6
90 6
120 1
150 1
180 1
210 1
240 1
270 1
300 1
330 1
360 1
390 7
420 2
450 2
480 2
510 2
540 2
570 7
600 2
630 2
660 2
690 2
720 7
750 1
780 1
810 2
840 1
870 1
900 1
930 1
960 1
990 1
1020 1
1050 1
1080 1
1110 1
1140 1
1170 1
1200 1
1230 1
1260 7
1290 2
1320 7
1350 2
1380 5
1410 5
1440 5
1470 5
1500 5
1530 5
1560 5
1590 5
1620 5
1650 4
1680 5
1710 5
1740 5
1770 5
1800 7
1830 7
1860 5
1890 0
1920 5
1950 0
1980 5
2010 0
2040 4
2070 0
2100 4
2130 0
2160 5
2190 5
2220 5
2250 5
2280 5
2310 5
2340 5
2370 4
2400 4
2430 5
2460 5
2490 5
2520 5
2550 5
2580 5
2610 7
2640 7
2670 7
2700 5
2730 5
2760 0
2790 0
2820 0
2850 0
2880 5
2910 7
2940 7
2970 2
3000 2
3030 2
3060 2
3090 7
3120 2
3150 7
