0 0
30 0
60 2
90 2
120 2
150 2
180 2
210 0
240 0
270 0
300 0
330 2
360 2
390 0
420 0
450 0
480 0
510 0
540 0
570 0
600 0
630 0
660 0
690 0
720 0
750 0
780 2
810 2
840 2
870 2
900 2
930 2
960 2
990 2
1020 2
1050 2
1080 2
1110 2
1140 2
1170 0
1200 0
1230 0
1260 0
1290 2
1320 2
1350 2
1380 0
1410 0
1440 0
1470 0
1500 0
1530 0
1560 2
1590 2
1620 2
1650 2
1680 0
1710 0
1740 2
1770 2
1800 2
1830 2
1860 0
1890 0
1920 0
1950 0
1980 0
2010 0
2040 2
2070 2
2100 2
2130 2
2160 2
2190 2
2220 2
2250 0
2280 0
2310 2
2340 2
2370 0
2400 0
2430 0
2460 0
2490 0
2520 0
2550 0
2580 2
2610 2
2640 2
2670 2
2700 2
2730 2
2760 2
2790 2
2820 0
2850 0
2880 0
2910 0
2940 0
2970 2
3000 2
3030 2
3060 2
3090 2
3120 0
3150 0
