0 62.00 69.00 0.00 65.00 0.00 63.00 68.00 0.00 68.00 0.00 63.00 66.00 0.00 71.00 0.00
30 62.00 69.00 0.00 65.00 0.00 64.00 69.00 0.00 69.00 0.00 63.00 65.00 0.00 71.00 0.00
60 63.00 69.00 0.00 67.00 0.00 64.00 69.00 0.00 69.00 0.00 63.00 65.00 0.00 70.00 0.00
90 63.00 69.00 0.00 66.00 0.00 63.00 69.00 0.00 70.00 0.00 64.00 67.00 0.00 67.00 0.00
120 62.00 69.00 0.00 66.00 0.00 63.00 69.00 0.00 69.00 0.00 64.00 67.00 0.00 68.00 0.00
150 62.00 69.00 0.00 67.00 0.00 63.00 68.00 0.00 67.00 0.00 64.00 67.00 0.00 68.00 0.00
180 62.00 68.00 0.00 66.00 0.00 63.00 68.00 0.00 68.00 0.00 64.00 67.00 0.00 68.00 0.00
210 62.00 68.00 0.00 66.00 0.00 63.00 69.00 0.00 67.00 0.00 64.00 66.00 0.00 69.00 0.00
240 63.00 68.00 0.00 65.00 0.00 63.00 69.00 0.00 65.00 0.00 64.00 66.00 0.00 68.00 0.00
270 63.00 68.00 0.00 66.00 0.00 64.00 69.00 0.00 65.00 0.00 63.00 66.00 0.00 68.00 0.00
300 64.00 69.00 0.00 66.00 0.00 64.00 69.00 0.00 66.00 0.00 63.00 66.00 0.00 68.00 0.00
330 64.00 69.00 0.00 67.00 0.00 64.00 68.00 0.00 67.00 0.00 63.00 65.00 0.00 67.00 0.00
360 65.00 69.00 0.00 67.00 0.00 64.00 68.00 0.00 67.00 0.00 63.00 65.00 0.00 68.00 0.00
390 65.00 69.00 0.00 70.00 0.00 63.00 69.00 0.00 67.00 0.00 64.00 66.00 0.00 67.00 0.00
420 64.00 68.00 0.00 68.00 0.00 63.00 69.00 0.00 67.00 0.00 64.00 66.00 0.00 67.00 0.00
450 63.00 68.00 0.00 69.00 0.00 63.00 65.00 0.00 67.00 0.00 64.00 67.00 0.00 68.00 0.00
480 63.00 68.00 0.00 69.00 0.00 63.00 65.00 0.00 67.00 0.00 63.00 67.00 0.00 68.00 0.00
510 63.00 68.00 0.00 68.00 0.00 64.00 65.00 0.00 69.00 0.00 63.00 67.00 0.00 66.00 0.00
