0 0
30 0
60 0
90 0
120 0
150 0
180 0
210 0
240 3
270 0
300 0
330 3
360 3
390 0
420 0
450 0
480 3
510 0
540 0
570 0
600 0
630 5
660 5
690 5
720 5
750 5
780 5
810 5
840 5
870 5
900 5
930 5
960 0
990 0
1020 0
1050 5
1080 5
1110 5
1140 5
1170 5
1200 5
1230 5
1260 5
1290 0
1320 0
1350 0
1380 5
1410 0
1440 0
1470 0
1500 0
1530 0
1560 0
1590 5
1620 0
1650 5
1680 0
1710 3
1740 3
1770 0
1800 3
1830 0
1860 0
1890 0
1920 0
1950 0
1980 0
2010 5
2040 5
2070 5
2100 5
2130 5
2160 5
2190 5
2220 5
2250 5
2280 5
2310 5
2340 5
2370 5
2400 5
2430 5
2460 5
2490 5
2520 5
2550 5
2580 5
2610 5
2640 5
2670 5
2700 5
2730 5
2760 5
2790 5
2820 0
2850 0
2880 5
2910 5
2940 5
2970 0
3000 0
3030 5
3060 5
3090 5
3120 5
3150 5
