0 8
30 8
60 4
90 5
120 5
150 8
180 8
210 2
240 2
270 0
300 2
330 8
360 8
390 8
420 5
450 5
480 5
510 5
540 5
570 8
600 8
630 0
660 5
690 5
720 8
750 8
780 6
810 4
840 7
870 6
900 4
930 6
960 1
990 8
1020 8
1050 5
1080 5
1110 8
1140 0
1170 2
1200 0
1230 2
1260 2
1290 2
1320 2
1350 2
1380 8
1410 8
1440 5
1470 5
1500 5
1530 0
1560 1
1590 1
1620 4
1650 6
1680 0
1710 0
1740 1
1770 1
1800 6
1830 4
1860 5
1890 5
1920 8
1950 5
1980 5
2010 8
2040 2
2070 2
2100 2
2130 0
2160 2
2190 0
2220 5
2250 7
2280 6
2310 1
2340 1
2370 7
2400 6
2430 6
2460 7
2490 8
2520 8
2550 8
2580 6
2610 6
2640 1
2670 4
2700 1
2730 4
2760 1
2790 1
2820 8
2850 5
2880 5
2910 5
2940 8
2970 2
3000 2
3030 2
3060 2
3090 2
3120 6
3150 4
