0 7
30 3
60 5
90 5
120 1
150 5
180 5
210 5
240 0
270 5
300 0
330 5
360 1
390 1
420 6
450 6
480 1
510 6
540 6
570 5
600 5
630 7
660 7
690 7
720 7
750 7
780 7
810 7
840 7
870 0
900 5
930 5
960 5
990 5
1020 1
1050 1
1080 1
1110 5
1140 5
1170 5
1200 1
1230 5
1260 5
1290 5
1320 6
1350 6
1380 6
1410 6
1440 6
1470 7
1500 7
1530 3
1560 0
1590 7
1620 7
1650 5
1680 5
1710 7
1740 5
1770 5
1800 0
1830 5
1860 0
1890 5
1920 0
1950 5
1980 5
2010 5
2040 5
2070 5
2100 5
2130 5
2160 7
2190 7
2220 5
2250 0
2280 0
2310 5
2340 7
2370 1
2400 1
2430 1
2460 1
2490 1
2520 1
2550 0
2580 0
2610 5
2640 5
2670 5
2700 5
2730 5
2760 5
2790 5
2820 5
2850 3
2880 0
2910 0
2940 7
2970 7
3000 7
3030 7
3060 7
3090 3
3120 7
3150 7
