0 0
30 0
60 4
90 0
120 0
150 4
180 0
210 0
240 0
270 3
300 0
330 0
360 0
390 0
420 0
450 0
480 0
510 0
540 0
570 0
600 0
630 4
660 4
690 4
720 4
750 4
780 4
810 0
840 0
870 4
900 0
930 0
960 3
990 3
1020 0
1050 4
1080 4
1110 4
1140 0
1170 4
1200 4
1230 4
1260 4
1290 4
1320 4
1350 4
1380 4
1410 3
1440 3
1470 0
1500 0
1530 4
1560 4
1590 0
1620 0
1650 0
1680 0
1710 0
1740 3
1770 0
1800 3
1830 3
1860 0
1890 3
1920 0
1950 0
1980 0
2010 4
2040 4
2070 4
2100 4
2130 4
2160 4
2190 4
2220 4
2250 4
2280 4
2310 4
2340 4
2370 4
2400 4
2430 4
2460 4
2490 4
2520 4
2550 4
2580 4
2610 4
2640 4
2670 4
2700 4
2730 4
2760 4
2790 4
2820 3
2850 3
2880 3
2910 0
2940 4
2970 0
3000 0
3030 4
3060 4
3090 4
3120 4
3150 4
