###############################################################
# Settings:
# de.lmu.ifi.dbs.elki.workflow.InputStep
# -db StaticArrayDatabase
# 
# de.lmu.ifi.dbs.elki.database.StaticArrayDatabase
# -dbc FileBasedDatabaseConnection
# 
# de.lmu.ifi.dbs.elki.datasource.FileBasedDatabaseConnection
# -dbc.in /Users/BOX/Desktop/OS/proj/z/Analysis/cluster/hd/KW.csv
# -dbc.parser DoubleVectorLabelParser
# 
# de.lmu.ifi.dbs.elki.datasource.parser.DoubleVectorLabelParser
# -parser.colsep \s+
# -parser.quote "
# -parser.labelIndices [unset]
# 
# de.lmu.ifi.dbs.elki.datasource.FileBasedDatabaseConnection
# -dbc.filter [unset]
# 
# de.lmu.ifi.dbs.elki.database.StaticArrayDatabase
# -db.index [unset]
# 
# de.lmu.ifi.dbs.elki.workflow.AlgorithmStep
# -algorithm clustering.EM
# 
# de.lmu.ifi.dbs.elki.algorithm.clustering.EM
# -em.k 3
# -em.delta 0.0
# -em.seed [unset]
# 
# de.lmu.ifi.dbs.elki.workflow.EvaluationStep
# -evaluator [unset]
###############################################################
# Cluster: Cluster 2
# Serialization class: de.lmu.ifi.dbs.elki.data.model.EMModel
# Cluster Mean: 162.01128322140377 206.28572871968333
# Mean: 162.01128322140377 206.28572871968333
# Covariance Matrix: [
#  [ 10.61244001, 10.24427104 ]
#  [ 10.24427104, 46.03689549 ]
# ]
ID=21 166.41 212.21 t01_SEC_600
ID=20 166.41 216.98 t01_SEC_570
ID=23 166.41 210.62 t01_SEC_660
ID=22 166.41 211.42 t01_SEC_630
ID=25 166.41 219.37 t01_SEC_720
ID=24 166.41 210.62 t01_SEC_690
ID=27 166.41 222.54 t01_SEC_780
ID=26 166.41 219.37 t01_SEC_750
ID=29 166.41 216.98 t01_SEC_840
ID=28 166.41 216.98 t01_SEC_810
ID=51 161.44 208.24 t01_SEC_1500
ID=50 161.44 207.44 t01_SEC_1470
ID=55 161.44 207.44 t01_SEC_1620
ID=54 161.44 209.03 t01_SEC_1590
ID=53 161.44 206.65 t01_SEC_1560
ID=52 161.44 201.88 t01_SEC_1530
ID=59 163.93 209.83 t01_SEC_1740
ID=58 161.44 201.88 t01_SEC_1710
ID=57 161.44 208.24 t01_SEC_1680
ID=56 161.44 206.65 t01_SEC_1650
ID=63 163.93 200.29 t01_SEC_1860
ID=62 163.93 217.78 t01_SEC_1830
ID=61 163.93 214.6 t01_SEC_1800
ID=60 163.93 208.24 t01_SEC_1770
ID=68 163.93 203.47 t01_SEC_2010
ID=69 161.44 205.06 t01_SEC_2040
ID=70 161.44 202.67 t01_SEC_2070
ID=71 161.44 205.06 t01_SEC_2100
ID=64 163.93 205.85 t01_SEC_1890
ID=65 163.93 200.29 t01_SEC_1920
ID=66 163.93 202.67 t01_SEC_1950
ID=67 163.93 204.26 t01_SEC_1980
ID=76 161.44 209.83 t01_SEC_2250
ID=77 161.44 208.24 t01_SEC_2280
ID=78 161.44 209.83 t01_SEC_2310
ID=79 161.44 199.5 t01_SEC_2340
ID=72 161.44 203.47 t01_SEC_2130
ID=73 161.44 203.47 t01_SEC_2160
ID=74 161.44 203.47 t01_SEC_2190
ID=75 161.44 209.03 t01_SEC_2220
ID=85 163.93 204.26 t01_SEC_2520
ID=84 163.93 201.88 t01_SEC_2490
ID=87 163.93 201.09 t01_SEC_2580
ID=86 163.93 201.88 t01_SEC_2550
ID=81 163.93 203.47 t01_SEC_2400
ID=80 163.93 201.88 t01_SEC_2370
ID=83 163.93 201.88 t01_SEC_2460
ID=82 163.93 202.67 t01_SEC_2430
ID=93 163.93 210.62 t01_SEC_2760
ID=92 163.93 212.21 t01_SEC_2730
ID=95 163.93 194.73 t01_SEC_2820
ID=94 163.93 197.11 t01_SEC_2790
ID=89 163.93 221.75 t01_SEC_2640
ID=88 163.93 221.75 t01_SEC_2610
ID=91 163.93 216.98 t01_SEC_2700
ID=90 163.93 219.37 t01_SEC_2670
ID=102 163.93 207.44 t01_SEC_3030
ID=103 163.93 216.98 t01_SEC_3060
ID=100 163.93 215.39 t01_SEC_2970
ID=101 163.93 211.42 t01_SEC_3000
ID=98 163.93 209.83 t01_SEC_2910
ID=99 163.93 214.6 t01_SEC_2940
ID=96 163.93 192.34 t01_SEC_2850
ID=97 163.93 198.7 t01_SEC_2880
ID=110 161.44 205.06 t02_SEC_90
ID=111 161.44 208.24 t02_SEC_120
ID=108 163.93 211.42 t02_SEC_30
ID=109 163.93 213.01 t02_SEC_60
ID=106 163.93 216.98 t01_SEC_3150
ID=107 163.93 212.21 t02_SEC_0
ID=104 163.93 211.42 t01_SEC_3090
ID=105 163.93 209.83 t01_SEC_3120
ID=119 161.44 205.85 t02_SEC_360
