0 2
30 2
60 5
90 5
120 2
150 2
180 2
210 1
240 1
270 2
300 5
330 9
360 5
390 5
420 9
450 9
480 5
510 5
540 2
570 2
600 2
630 2
660 2
690 2
720 2
750 2
780 2
810 5
840 5
870 2
900 5
930 2
960 1
990 2
1020 2
1050 5
1080 5
1110 5
1140 5
1170 5
1200 5
1230 5
1260 5
1290 5
1320 5
1350 5
1380 5
1410 5
1440 1
1470 1
1500 3
1530 5
1560 5
1590 5
1620 5
1650 5
1680 2
1710 2
1740 5
1770 5
1800 5
1830 5
1860 5
1890 2
1920 2
1950 5
1980 5
2010 5
2040 5
2070 5
2100 2
2130 5
2160 5
2190 2
2220 2
2250 5
2280 3
2310 3
2340 5
2370 5
2400 5
2430 5
2460 5
2490 5
2520 5
2550 5
2580 5
2610 5
2640 5
2670 5
2700 5
2730 5
2760 5
2790 5
2820 5
2850 5
2880 5
2910 5
2940 5
2970 5
3000 5
3030 2
3060 2
3090 2
3120 5
3150 9
